,Date,Open,High,Low,Close
5,2020-12-14,1.45,1.6,1.26,1.48
4,2020-12-11,1.66,1.66,1.2,1.4789
3,2020-12-10,1.45,1.87,1.45,1.65
2,2020-12-09,1.2,1.55,1.01,1.4
1,2020-12-08,0.99,1.21,0.99,1.2
0,2020-12-07,1.0,1.0,0.9959,0.9959
